Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2016/7/13, 17:00:00, 18288, 18475, 18266, 18434, 148806, 113773, 74486, 74320
2016/7/14, 17:00:00, 18421, 18488, 18345, 18364, 129032, 95893, 64620, 64412
2016/7/17, 17:00:00, 18425, 18493, 18410, 18469, 108237, 80732, 54831, 53406
2016/7/18, 17:00:00, 18461, 18494, 18401, 18484, 105404, 82644, 54011, 51393
2016/7/19, 17:00:00, 18497, 18565, 18456, 18531, 107628, 81689, 52766, 54862
2016/7/20, 17:00:00, 18530, 18548, 18394, 18440, 109802, 85378, 55053, 54749
2016/7/21, 17:00:00, 18440, 18495, 18417, 18479, 92243, 71594, 46877, 45366
2016/7/24, 17:00:00, 18488, 18527, 18378, 18430, 103956, 78821, 53012, 50944
2016/7/25, 17:00:00, 18428, 18447, 18311, 18418, 134752, 105871, 68920, 65832
2016/7/26, 17:00:00, 18427, 18471, 18353, 18406, 142408, 112769, 70830, 71578
2016/7/27, 17:00:00, 18410, 18454, 18293, 18380, 129807, 99557, 65101, 64706
2016/7/28, 17:00:00, 18378, 18404, 18296, 18378, 137401, 104071, 68369, 69032
2016/7/31, 17:00:00, 18409, 18449, 18279, 18339, 128746, 95567, 65501, 63245
2016/8/1, 17:00:00, 18343, 18375, 18170, 18252, 157271, 118963, 79781, 77490
2016/8/2, 17:00:00, 18248, 18281, 18188, 18272, 106399, 82581, 55391, 51008
2016/8/3, 17:00:00, 18274, 18336, 18251, 18279, 103750, 80270, 51523, 52227
2016/8/4, 17:00:00, 18275, 18474, 18273, 18468, 118128, 87094, 56829, 61299
2016/8/7, 17:00:00, 18458, 18508, 18436, 18464, 84562, 63024, 40456, 44106
2016/8/8, 17:00:00, 18466, 18522, 18442, 18472, 87291, 64393, 43069, 44222
2016/8/9, 17:00:00, 18470, 18513, 18417, 18449, 95968, 71349, 48115, 47853
2016/8/10, 17:00:00, 18450, 18594, 18433, 18564, 111128, 79135, 56313, 54815
2016/8/11, 17:00:00, 18565, 18585, 18486, 18525, 90667, 68409, 44095, 46572
2016/8/14, 17:00:00, 18533, 18623, 18525, 18585, 80282, 59197, 39761, 40521
2016/8/15, 17:00:00, 18588, 18589, 18507, 18538, 103467, 79118, 51885, 51582
2016/8/16, 17:00:00, 18534, 18559, 18443, 18550, 127896, 94495, 63893, 64003
2016/8/17, 17:00:00, 18552, 18575, 18505, 18565, 91910, 69788, 45392, 46518
2016/8/18, 17:00:00, 18566, 18576, 18469, 18545, 112130, 84336, 56028, 56102
2016/8/21, 17:00:00, 18544, 18561, 18442, 18520, 141757, 103190, 71537, 70220
2016/8/22, 17:00:00, 18519, 18615, 18506, 18532, 110668, 82653, 54972, 55696
2016/8/23, 17:00:00, 18537, 18544, 18427, 18468, 111871, 85161, 55062, 56809
2016/8/24, 17:00:00, 18470, 18485, 18406, 18451, 116856, 86964, 59454, 57402
2016/8/25, 17:00:00, 18451, 18554, 18311, 18369, 193942, 145455, 97907, 96035
2016/8/28, 17:00:00, 18380, 18503, 18352, 18495, 105439, 78006, 53486, 51953
2016/8/29, 17:00:00, 18493, 18515, 18401, 18452, 114559, 82962, 56448, 58111
2016/8/30, 17:00:00, 18453, 18454, 18324, 18392, 132543, 98128, 66787, 65756
2016/8/31, 17:00:00, 18393, 18462, 18286, 18389, 169171, 123160, 85596, 83575
2016/9/1, 17:00:00, 18395, 18539, 18378, 18483, 158377, 123905, 79801, 78576
2016/9/4, 17:00:00, 18489, 18522, 18463, 18487, 19880, 15790, 9539, 10341
2016/9/5, 17:00:00, 18484, 18545, 18437, 18528, 104511, 78461, 52281, 52230
2016/9/6, 17:00:00, 18535, 18540, 18469, 18514, 102112, 76718, 50716, 51396
2016/9/7, 17:00:00, 18515, 18548, 18438, 18457, 134791, 99712, 68362, 66429
2016/9/8, 17:00:00, 18351, 18383, 17943, 17953, 184889, 146635, 91689, 93200
2016/9/11, 17:00:00, 17946, 18278, 17822, 18240, 280450, 213388, 140347, 140103
2016/9/12, 17:00:00, 18222, 18235, 17948, 18035, 258390, 195967, 127860, 130530
2016/9/13, 17:00:00, 18024, 18085, 17906, 17940, 192276, 148170, 96649, 95627
2016/9/14, 17:00:00, 17934, 18168, 17882, 18112, 209343, 154315, 104014, 105329
2016/9/15, 17:00:00, 18100, 18111, 17982, 18059, 148794, 119447, 73642, 75152
2016/9/18, 17:00:00, 18058, 18171, 18004, 18060, 122943, 96360, 63101, 59842
2016/9/19, 17:00:00, 18058, 18145, 18031, 18039, 111843, 86543, 57565, 54278
2016/9/20, 17:00:00, 18037, 18225, 18011, 18218, 188931, 147747, 93567, 95364
2016/9/21, 17:00:00, 18215, 18366, 18193, 18305, 128656, 98114, 64464, 64192
2016/9/22, 17:00:00, 18297, 18309, 18165, 18184, 104561, 79798, 52545, 52016
2016/9/25, 17:00:00, 18172, 18203, 17993, 18019, 127171, 97749, 64692, 62479
2016/9/26, 17:00:00, 18011, 18152, 17959, 18131, 153484, 120058, 76388, 77096
2016/9/27, 17:00:00, 18127, 18260, 18090, 18234, 148221, 112967, 74443, 73778
2016/9/28, 17:00:00, 18232, 18279, 17999, 18092, 194001, 154034, 97882, 96119
2016/9/29, 17:00:00, 18074, 18283, 17989, 18193, 166136, 126184, 83946, 82190
2016/10/2, 17:00:00, 18203, 18253, 18108, 18165, 121050, 90716, 59925, 61125
2016/10/3, 17:00:00, 18164, 18229, 18022, 18087, 207254, 158242, 104116, 103138
2016/10/4, 17:00:00, 18085, 18234, 18054, 18202, 137408, 102057, 69231, 68177
2016/10/5, 17:00:00, 18192, 18223, 18076, 18192, 130134, 99015, 64605, 65529
2016/10/6, 17:00:00, 18192, 18251, 18061, 18152, 191030, 147090, 95070, 95960
2016/10/9, 17:00:00, 18182, 18320, 18171, 18264, 106035, 79622, 53633, 52402
2016/10/10, 17:00:00, 18264, 18276, 17968, 18065, 190747, 145128, 96011, 94736
2016/10/11, 17:00:00, 18056, 18121, 17991, 18023, 146984, 117431, 73907, 73077
2016/10/12, 17:00:00, 18019, 18050, 17868, 18019, 184893, 149395, 93609, 91284
2016/10/13, 17:00:00, 18017, 18177, 17988, 18052, 170405, 129733, 87357, 83048
2016/10/16, 17:00:00, 18050, 18082, 17973, 17987, 137611, 109546, 69137, 68474
2016/10/17, 17:00:00, 17990, 18143, 17976, 18066, 120218, 92606, 59596, 60622
2016/10/18, 17:00:00, 18059, 18169, 18031, 18134, 108147, 80284, 53835, 54312
2016/10/19, 17:00:00, 18127, 18178, 18047, 18108, 156250, 119921, 78474, 77776
2016/10/20, 17:00:00, 18095, 18115, 17965, 18072, 143706, 111133, 70630, 73076
2016/10/23, 17:00:00, 18080, 18197, 18061, 18141, 111892, 83916, 56172, 55720
2016/10/24, 17:00:00, 18138, 18173, 18067, 18084, 124513, 95213, 64163, 60350
2016/10/25, 17:00:00, 18073, 18156, 17975, 18127, 182322, 135994, 90553, 91769
2016/10/26, 17:00:00, 18127, 18183, 18065, 18109, 181611, 137263, 91404, 90207
2016/10/27, 17:00:00, 18096, 18173, 18010, 18094, 278900, 211973, 138611, 140289
2016/10/30, 17:00:00, 18065, 18147, 18032, 18083, 133358, 101698, 67397, 65961
2016/10/31, 17:00:00, 18080, 18126, 17856, 17926, 227957, 171015, 114596, 113361
2016/11/1, 17:00:00, 17935, 17960, 17825, 17867, 200676, 159469, 99784, 100892
2016/11/2, 17:00:00, 17862, 17935, 17821, 17845, 155376, 122600, 77329, 78047
2016/11/3, 17:00:00, 17844, 17901, 17799, 17814, 196116, 150487, 98652, 97464
2016/11/6, 17:00:00, 18000, 18209, 17983, 18202, 171496, 126087, 84099, 87397
2016/11/7, 17:00:00, 18188, 18345, 18129, 18287, 162134, 128285, 80681, 81453
2016/11/8, 17:00:00, 18304, 18590, 17418, 18531, 651560, 514999, 327005, 324555
2016/11/9, 17:00:00, 18533, 18821, 18492, 18754, 338553, 274188, 170841, 167712
2016/11/10, 17:00:00, 18765, 18833, 18682, 18784, 205158, 170129, 103717, 101441
2016/11/13, 17:00:00, 18806, 18918, 18762, 18823, 211718, 166774, 106289, 105429
2016/11/14, 17:00:00, 18821, 18885, 18756, 18878, 144883, 115523, 73132, 71751
2016/11/15, 17:00:00, 18874, 18914, 18793, 18828, 128229, 99505, 65752, 62477
2016/11/16, 17:00:00, 18833, 18876, 18812, 18875, 119288, 93801, 59398, 59890
2016/11/17, 17:00:00, 18870, 18889, 18823, 18847, 111645, 85539, 56046, 55599
2016/11/20, 17:00:00, 18852, 18929, 18834, 18917, 111649, 81486, 54494, 57155
2016/11/21, 17:00:00, 18919, 19012, 18912, 18999, 115208, 85432, 56771, 58437
2016/11/22, 17:00:00, 19000, 19060, 18975, 19060, 120286, 88336, 61366, 58920
2016/11/23, 17:00:00, 19065, 19119, 19032, 19115, 25458, 19251, 12536, 12922
2016/11/24, 17:00:00, 19113, 19148, 19090, 19147, 58405, 43852, 29319, 29086
2016/11/27, 17:00:00, 19125, 19126, 19042, 19085, 128173, 92426, 64027, 64146
2016/11/28, 17:00:00, 19087, 19132, 19059, 19117, 118952, 85815, 58446, 60506
2016/11/29, 17:00:00, 19119, 19215, 19100, 19138, 161037, 116236, 80353, 80684
2016/11/30, 17:00:00, 19143, 19205, 19113, 19191, 184994, 133552, 93351, 91643
2016/12/1, 17:00:00, 19189, 19193, 19133, 19150, 136340, 98536, 68997, 67343
2016/12/4, 17:00:00, 19110, 19276, 19083, 19214, 141534, 106493, 71050, 70484
2016/12/5, 17:00:00, 19214, 19245, 19176, 19240, 101540, 76191, 50855, 50685
2016/12/6, 17:00:00, 19237, 19558, 19218, 19520, 161659, 119502, 76640, 85019
2016/12/7, 17:00:00, 19522, 19665, 19494, 19623, 169083, 125948, 81891, 87192
2016/12/8, 17:00:00, 19561, 19723, 19556, 19722, 89550, 71140, 44299, 45251
2016/12/11, 17:00:00, 19708, 19809, 19686, 19742, 116169, 88510, 57879, 58290
2016/12/12, 17:00:00, 19731, 19900, 19714, 19859, 123067, 96192, 61464, 61603
2016/12/13, 17:00:00, 19858, 19911, 19690, 19764, 198246, 153604, 99439, 98807
2016/12/14, 17:00:00, 19763, 19895, 19742, 19817, 182917, 137947, 92077, 90840
2016/12/15, 17:00:00, 19815, 19863, 19763, 19795, 127155, 94744, 64459, 62696
2016/12/18, 17:00:00, 19800, 19860, 19792, 19837, 85872, 63958, 42993, 42879
2016/12/19, 17:00:00, 19838, 19933, 19833, 19911, 81654, 60814, 38842, 42812
2016/12/20, 17:00:00, 19916, 19930, 19872, 19872, 64183, 47931, 32067, 32116
2016/12/21, 17:00:00, 19875, 19899, 19830, 19865, 71706, 54009, 36986, 34720
2016/12/22, 17:00:00, 19867, 19890, 19845, 19858, 41928, 31401, 21243, 20685
2016/12/26, 17:00:00, 19863, 19922, 19860, 19877, 45575, 33223, 22277, 23298
2016/12/27, 17:00:00, 19880, 19920, 19769, 19776, 88523, 60855, 47086, 41437
2016/12/28, 17:00:00, 19779, 19817, 19729, 19770, 85684, 61054, 43928, 41756
2016/12/29, 17:00:00, 19770, 19817, 19661, 19702, 109174, 78484, 55537, 53637
2017/1/2, 17:00:00, 19757, 19879, 19703, 19794, 149084, 110836, 73327, 75757
2017/1/3, 17:00:00, 19798, 19881, 19787, 19859, 104260, 75927, 51436, 52824
2017/1/4, 17:00:00, 19865, 19872, 19733, 19823, 108160, 79491, 54695, 53465
2017/1/5, 17:00:00, 19821, 19925, 19760, 19886, 121186, 86768, 61188, 59998
2017/1/8, 17:00:00, 19887, 19922, 19816, 19825, 85651, 62807, 42774, 42877
2017/1/9, 17:00:00, 19826, 19885, 19765, 19798, 110870, 79864, 55231, 55639
2017/1/10, 17:00:00, 19798, 19904, 19757, 19882, 185238, 138369, 92220, 93018
2017/1/11, 17:00:00, 19880, 19882, 19692, 19813, 151806, 114268, 76499, 75307
2017/1/12, 17:00:00, 19807, 19878, 19772, 19818, 98865, 75108, 49904, 48961
2017/1/15, 17:00:00, 19828, 19830, 19770, 19784, 18165, 14498, 9330, 8835
2017/1/16, 17:00:00, 19780, 19809, 19698, 19744, 122477, 94373, 61353, 61124
2017/1/17, 17:00:00, 19746, 19791, 19669, 19725, 118532, 88745, 58492, 60040
2017/1/18, 17:00:00, 19728, 19758, 19607, 19645, 119375, 88932, 60959, 58416
2017/1/19, 17:00:00, 19652, 19779, 19652, 19752, 148972, 114859, 74496, 74476
2017/1/22, 17:00:00, 19746, 19771, 19666, 19728, 128600, 96649, 66834, 61766
2017/1/23, 17:00:00, 19725, 19882, 19718, 19851, 119976, 88602, 58657, 61319
2017/1/24, 17:00:00, 19851, 20016, 19847, 20007, 123907, 90827, 58962, 64945
2017/1/25, 17:00:00, 20003, 20069, 19991, 20052, 109268, 82891, 53469, 55799
2017/1/26, 17:00:00, 20051, 20073, 20005, 20015, 76734, 59330, 38875, 37859
2017/1/29, 17:00:00, 19969, 19993, 19800, 19887, 148131, 110339, 75410, 72721
2017/1/30, 17:00:00, 19883, 19891, 19713, 19820, 148814, 109785, 74852, 73962
2017/1/31, 17:00:00, 19814, 19896, 19774, 19824, 133772, 100963, 66543, 67229
2017/2/1, 17:00:00, 19826, 19851, 19735, 19812, 130377, 99806, 66230, 64147
2017/2/2, 17:00:00, 19818, 20007, 19783, 19994, 132479, 97441, 66372, 66107
2017/2/5, 17:00:00, 19992, 20021, 19932, 19969, 106923, 81124, 53892, 53031
2017/2/6, 17:00:00, 19966, 20086, 19957, 20002, 110813, 81640, 55796, 55017
2017/2/7, 17:00:00, 20006, 20052, 19966, 20006, 107091, 80353, 54404, 52687
2017/2/8, 17:00:00, 20010, 20158, 19982, 20136, 112329, 82992, 54905, 57424
2017/2/9, 17:00:00, 20133, 20248, 20127, 20222, 99885, 74451, 49649, 50236
2017/2/12, 17:00:00, 20233, 20396, 20226, 20389, 106341, 80757, 51301, 55040
2017/2/13, 17:00:00, 20382, 20496, 20346, 20488, 120390, 91432, 58919, 61471
2017/2/14, 17:00:00, 20482, 20632, 20468, 20625, 133190, 100182, 65515, 67675
2017/2/15, 17:00:00, 20617, 20626, 20536, 20594, 137847, 103765, 70431, 67416
2017/2/16, 17:00:00, 20594, 20605, 20506, 20594, 119262, 92755, 61287, 57975
2017/2/19, 17:00:00, 20583, 20671, 20568, 20629, 30050, 23824, 14535, 15515
2017/2/20, 17:00:00, 20629, 20735, 20602, 20687, 117737, 88308, 57990, 59747
2017/2/21, 17:00:00, 20693, 20769, 20667, 20762, 120159, 90104, 59371, 60788
2017/2/22, 17:00:00, 20762, 20817, 20724, 20800, 138350, 104256, 69826, 68524
2017/2/23, 17:00:00, 20784, 20799, 20695, 20777, 138168, 105090, 70306, 67862
2017/2/26, 17:00:00, 20777, 20834, 20748, 20804, 122138, 92550, 59289, 62849
2017/2/27, 17:00:00, 20808, 20834, 20769, 20829, 111979, 81989, 56968, 55011
2017/2/28, 17:00:00, 20836, 21162, 20810, 21088, 203853, 152508, 100426, 103427
2017/3/1, 17:00:00, 21074, 21130, 20972, 20988, 150822, 110260, 76363, 74459
2017/3/2, 17:00:00, 20984, 21037, 20926, 20984, 135123, 101963, 68472, 66651
2017/3/5, 17:00:00, 20975, 20980, 20894, 20921, 117576, 88530, 58515, 59061
2017/3/6, 17:00:00, 20925, 20965, 20893, 20913, 112402, 81264, 55978, 56424
2017/3/7, 17:00:00, 20910, 20957, 20837, 20857, 148078, 108971, 76499, 71579
2017/3/8, 17:00:00, 20859, 20907, 20781, 20881, 149989, 107759, 74864, 75125
2017/3/9, 17:00:00, 20832, 20942, 20786, 20844, 133011, 102978, 66769, 66242
2017/3/12, 17:00:00, 20844, 20882, 20806, 20834, 89980, 67982, 45529, 44451
2017/3/13, 17:00:00, 20837, 20840, 20745, 20808, 135129, 100433, 68227, 66902
2017/3/14, 17:00:00, 20820, 20931, 20805, 20893, 142125, 107133, 68431, 73694
2017/3/15, 17:00:00, 20885, 20981, 20843, 20885, 139153, 103431, 68887, 70266
2017/3/16, 17:00:00, 20882, 20929, 20857, 20869, 102919, 76490, 51476, 51443
2017/3/19, 17:00:00, 20851, 20901, 20824, 20859, 104338, 74084, 52375, 51963
2017/3/20, 17:00:00, 20855, 20917, 20603, 20610, 266673, 188545, 134930, 131743
2017/3/21, 17:00:00, 20600, 20633, 20525, 20592, 208464, 156765, 104089, 104375
2017/3/22, 17:00:00, 20589, 20702, 20561, 20606, 187140, 139361, 93134, 94006
2017/3/23, 17:00:00, 20599, 20674, 20476, 20566, 180177, 137833, 91270, 88907
2017/3/26, 17:00:00, 20527, 20528, 20356, 20518, 174774, 134066, 87652, 87122
2017/3/27, 17:00:00, 20525, 20678, 20459, 20630, 158891, 116185, 75710, 83181
2017/3/28, 17:00:00, 20635, 20663, 20563, 20589, 103585, 77402, 52254, 51331
2017/3/29, 17:00:00, 20597, 20694, 20570, 20670, 102926, 75783, 51390, 51536
2017/3/30, 17:00:00, 20666, 20671, 20596, 20599, 103465, 76562, 53209, 50256
2017/4/2, 17:00:00, 20599, 20648, 20451, 20580, 151603, 111127, 76067, 75536
2017/4/3, 17:00:00, 20580, 20653, 20512, 20650, 112223, 83728, 55182, 57041
2017/4/4, 17:00:00, 20658, 20828, 20557, 20564, 184076, 137305, 93229, 90847
2017/4/5, 17:00:00, 20571, 20690, 20512, 20619, 159003, 121336, 78764, 80239
2017/4/6, 17:00:00, 20620, 20669, 20462, 20611, 166429, 130345, 83199, 83230
2017/4/9, 17:00:00, 20609, 20691, 20551, 20606, 139596, 103159, 70359, 69237
2017/4/10, 17:00:00, 20606, 20623, 20448, 20593, 191207, 139651, 94429, 96778
2017/4/11, 17:00:00, 20596, 20639, 20490, 20504, 156797, 119898, 77536, 79261
2017/4/12, 17:00:00, 20498, 20549, 20388, 20407, 161539, 120676, 80870, 80669
2017/4/16, 17:00:00, 20380, 20581, 20373, 20567, 98937, 72710, 49475, 49462
2017/4/17, 17:00:00, 20562, 20584, 20394, 20433, 163327, 124339, 81721, 81606
2017/4/18, 17:00:00, 20424, 20486, 20311, 20324, 134380, 100472, 66846, 67534
2017/4/19, 17:00:00, 20335, 20567, 20328, 20535, 148076, 111647, 72939, 75137
2017/4/20, 17:00:00, 20530, 20553, 20443, 20487, 116131, 89190, 58496, 57635
2017/4/23, 17:00:00, 20599, 20732, 20599, 20703, 135348, 102488, 67329, 68019
2017/4/24, 17:00:00, 20696, 20967, 20686, 20938, 126502, 94633, 63061, 63441
2017/4/25, 17:00:00, 20930, 21010, 20900, 20900, 164693, 120943, 83261, 81432
2017/4/26, 17:00:00, 20900, 20949, 20871, 20910, 116200, 85514, 57987, 58213
2017/4/27, 17:00:00, 20896, 20929, 20859, 20887, 89449, 69007, 45823, 43626
2017/4/30, 17:00:00, 20894, 20923, 20829, 20871, 86522, 64794, 43131, 43391
2017/5/1, 17:00:00, 20871, 20894, 20836, 20864, 75155, 58453, 37452, 37703
2017/5/2, 17:00:00, 20856, 20907, 20805, 20873, 97914, 70537, 49333, 48581
2017/5/3, 17:00:00, 20872, 20946, 20775, 20875, 131271, 93844, 66599, 64672
2017/5/4, 17:00:00, 20876, 20972, 20813, 20972, 95620, 72017, 46511, 49109
2017/5/7, 17:00:00, 21001, 21010, 20902, 20943, 83303, 64308, 41280, 42023
2017/5/8, 17:00:00, 20943, 20987, 20875, 20886, 88491, 66021, 44362, 44129
2017/5/9, 17:00:00, 20891, 20935, 20841, 20888, 95575, 72573, 48405, 47170
2017/5/10, 17:00:00, 20887, 20898, 20760, 20869, 124753, 91242, 64028, 60725
2017/5/11, 17:00:00, 20873, 20878, 20826, 20852, 83229, 64616, 41439, 41790
2017/5/14, 17:00:00, 20856, 20962, 20846, 20946, 90409, 66943, 44532, 45877
2017/5/15, 17:00:00, 20940, 20995, 20894, 20936, 100829, 77359, 50754, 50075
2017/5/16, 17:00:00, 20936, 20936, 20581, 20588, 245786, 185624, 126956, 118830
2017/5/17, 17:00:00, 20566, 20740, 20474, 20641, 280847, 220129, 138407, 142440
2017/5/18, 17:00:00, 20640, 20837, 20622, 20795, 152212, 115240, 76720, 75492
2017/5/21, 17:00:00, 20788, 20893, 20766, 20886, 98955, 77725, 49535, 49420
2017/5/22, 17:00:00, 20888, 20941, 20837, 20912, 101909, 81752, 51284, 50625
2017/5/23, 17:00:00, 20907, 20998, 20894, 20996, 93255, 70983, 46206, 47049
2017/5/24, 17:00:00, 20997, 21095, 20987, 21060, 112016, 86790, 55072, 56944
2017/5/25, 17:00:00, 21055, 21076, 21020, 21069, 78232, 60611, 39454, 38778
2017/5/28, 17:00:00, 21070, 21091, 21065, 21071, 13967, 10979, 6675, 7292
2017/5/29, 17:00:00, 21070, 21080, 20998, 21022, 87624, 68018, 44381, 43243
2017/5/30, 17:00:00, 21020, 21060, 20929, 21030, 128288, 100692, 64956, 63332
2017/5/31, 17:00:00, 21031, 21140, 20986, 21132, 119740, 90415, 58978, 60762
2017/6/1, 17:00:00, 21136, 21227, 21125, 21201, 126719, 100359, 63222, 63497
2017/6/4, 17:00:00, 21185, 21220, 21164, 21185, 72019, 55392, 36158, 35861
2017/6/5, 17:00:00, 21177, 21185, 21114, 21149, 111423, 83635, 56463, 54960
2017/6/6, 17:00:00, 21145, 21188, 21108, 21166, 118688, 89244, 59450, 59238
2017/6/7, 17:00:00, 21166, 21270, 21133, 21198, 107080, 83010, 52573, 54507
2017/6/8, 17:00:00, 21109, 21258, 21081, 21201, 166798, 137626, 83018, 83780
2017/6/11, 17:00:00, 21212, 21226, 21139, 21187, 159040, 129381, 78831, 80209
2017/6/12, 17:00:00, 21179, 21289, 21176, 21289, 110062, 85326, 55506, 54556
2017/6/13, 17:00:00, 21282, 21346, 21246, 21326, 162408, 125721, 81177, 81231
2017/6/14, 17:00:00, 21322, 21330, 21218, 21317, 168384, 130112, 84273, 84111
2017/6/15, 17:00:00, 21314, 21366, 21264, 21359, 114855, 88131, 56952, 57903
2017/6/18, 17:00:00, 21367, 21480, 21349, 21468, 107496, 80497, 52568, 54928
2017/6/19, 17:00:00, 21471, 21494, 21416, 21431, 114739, 86267, 57315, 57424
2017/6/20, 17:00:00, 21422, 21450, 21341, 21362, 144167, 106366, 71797, 72370
2017/6/21, 17:00:00, 21362, 21408, 21342, 21351, 99254, 75829, 50576, 48678
2017/6/22, 17:00:00, 21350, 21376, 21282, 21315, 105886, 78804, 52947, 52939
2017/6/25, 17:00:00, 21320, 21454, 21308, 21369, 117057, 88888, 58181, 58876
2017/6/26, 17:00:00, 21365, 21389, 21265, 21275, 165483, 122402, 83497, 81986
2017/6/27, 17:00:00, 21268, 21437, 21253, 21431, 156261, 115409, 77694, 78567
2017/6/28, 17:00:00, 21427, 21451, 21138, 21267, 239968, 180661, 120174, 119794
2017/6/29, 17:00:00, 21264, 21366, 21232, 21322, 147213, 113508, 74266, 72947
2017/7/2, 17:00:00, 21306, 21508, 21306, 21426, 93476, 72334, 47691, 45785
2017/7/3, 17:00:00, 21420, 21473, 21404, 21430, 29967, 24188, 15332, 14635
2017/7/4, 17:00:00, 21424, 21459, 21348, 21427, 129900, 97866, 66497, 63403
2017/7/5, 17:00:00, 21420, 21441, 21257, 21285, 143710, 108017, 72954, 70756
2017/7/6, 17:00:00, 21279, 21377, 21264, 21371, 106470, 79251, 53157, 53313
2017/7/9, 17:00:00, 21359, 21401, 21315, 21358, 88368, 64876, 45465, 42903
2017/7/10, 17:00:00, 21352, 21389, 21226, 21378, 131418, 92869, 65569, 65849
2017/7/11, 17:00:00, 21381, 21531, 21359, 21488, 120414, 88552, 59912, 60502
2017/7/12, 17:00:00, 21483, 21519, 21459, 21511, 76649, 58379, 38435, 38214
2017/7/13, 17:00:00, 21515, 21628, 21470, 21604, 100989, 72618, 49662, 51327
2017/7/16, 17:00:00, 21596, 21621, 21561, 21586, 74537, 58019, 37303, 37234
2017/7/17, 17:00:00, 21589, 21609, 21416, 21519, 115603, 88215, 58720, 56883
2017/7/18, 17:00:00, 21518, 21605, 21503, 21593, 75756, 61052, 37596, 38160
2017/7/19, 17:00:00, 21581, 21624, 21525, 21586, 99134, 77511, 49616, 49518
2017/7/20, 17:00:00, 21579, 21590, 21451, 21519, 98843, 74292, 49757, 49086
2017/7/23, 17:00:00, 21515, 21529, 21444, 21495, 77291, 59298, 38358, 38933
2017/7/24, 17:00:00, 21495, 21640, 21482, 21564, 115121, 86736, 56025, 59096
2017/7/25, 17:00:00, 21563, 21687, 21547, 21638, 103103, 79680, 52095, 51008
2017/7/26, 17:00:00, 21636, 21750, 21632, 21741, 145756, 112888, 73094, 72662
2017/7/27, 17:00:00, 21740, 21784, 21684, 21779, 103505, 79963, 51212, 52293
2017/7/30, 17:00:00, 21775, 21876, 21749, 21861, 94670, 72378, 46699, 47971
2017/7/31, 17:00:00, 21857, 21961, 21850, 21931, 104661, 80035, 52714, 51947
2017/8/1, 17:00:00, 21932, 22025, 21912, 21965, 97846, 76341, 49977, 47869
2017/8/2, 17:00:00, 21972, 21989, 21928, 21972, 85407, 66801, 42695, 42712
2017/8/3, 17:00:00, 21981, 22046, 21956, 22018, 99348, 75934, 49040, 50308
2017/8/6, 17:00:00, 22022, 22081, 22019, 22062, 57701, 45884, 27304, 30397
2017/8/7, 17:00:00, 22066, 22132, 22009, 22031, 107022, 77236, 53760, 53262
2017/8/8, 17:00:00, 22023, 22031, 21961, 22029, 141567, 108142, 71536, 70031
2017/8/9, 17:00:00, 22029, 22034, 21799, 21815, 204785, 154709, 104023, 100762
2017/8/10, 17:00:00, 21817, 21884, 21790, 21851, 143324, 110137, 71455, 71869
2017/8/13, 17:00:00, 21851, 21988, 21851, 21965, 104731, 80205, 49888, 54843
2017/8/14, 17:00:00, 21957, 22034, 21942, 21983, 100602, 77080, 49992, 50610
2017/8/15, 17:00:00, 21988, 22067, 21969, 22012, 107213, 79750, 54892, 52321
2017/8/16, 17:00:00, 22015, 22019, 21690, 21712, 193564, 145230, 97136, 96428
2017/8/17, 17:00:00, 21716, 21773, 21622, 21667, 180992, 142014, 90012, 90980
2017/8/20, 17:00:00, 21689, 21720, 21579, 21700, 126411, 97906, 62667, 63744
2017/8/21, 17:00:00, 21699, 21897, 21694, 21892, 120753, 92940, 58154, 62599
2017/8/22, 17:00:00, 21886, 21900, 21779, 21781, 126136, 98918, 63351, 62785
2017/8/23, 17:00:00, 21793, 21863, 21745, 21796, 130543, 100474, 65285, 65258
2017/8/24, 17:00:00, 21798, 21893, 21757, 21798, 115927, 89867, 56891, 59036
2017/8/27, 17:00:00, 21802, 21859, 21750, 21792, 89812, 70915, 44673, 45139
2017/8/28, 17:00:00, 21751, 21879, 21644, 21872, 159461, 126808, 78642, 80819
2017/8/29, 17:00:00, 21872, 21959, 21832, 21878, 115269, 87675, 57946, 57323
2017/8/30, 17:00:00, 21886, 21985, 21874, 21967, 114022, 84122, 57698, 56324
2017/8/31, 17:00:00, 21976, 22037, 21966, 21982, 86240, 66041, 43680, 42560
2017/9/3, 17:00:00, 21885, 21944, 21877, 21919, 26428, 21962, 13291, 13137
2017/9/4, 17:00:00, 21912, 21948, 21703, 21768, 183859, 139021, 92843, 91016
2017/9/5, 17:00:00, 21781, 21844, 21740, 21808, 130295, 98688, 64439, 65856
2017/9/6, 17:00:00, 21800, 21853, 21747, 21799, 120793, 92714, 60276, 60517
2017/9/7, 17:00:00, 21769, 21810, 21679, 21786, 89151, 71380, 44347, 44804
2017/9/10, 17:00:00, 21835, 22038, 21817, 22034, 90402, 70453, 44261, 46141
2017/9/11, 17:00:00, 22033, 22100, 22022, 22095, 95618, 70107, 48481, 47137
2017/9/12, 17:00:00, 22104, 22119, 22054, 22115, 86679, 63290, 42663, 44016
2017/9/13, 17:00:00, 22118, 22178, 22075, 22174, 96356, 72024, 48124, 48232
